irr-B14-1	1 x (irr-B5-1,irr-D9-1)
irr-B14-29	1 x (irr-B5-11,irr-D9-1) + 1 x (irr-B5-1,irr-D9-18)
irr-B14-406	1 x (irr-B5-55,irr-D9-1) + 1 x (irr-B5-11,irr-D9-18) + 1 x (irr-B5-1,irr-D9-153)
irr-B14-434	1 x (irr-B5-1,irr-D9-1) + 1 x (irr-B5-11,irr-D9-18) + 1 x (irr-B5-65,irr-D9-1) + 1 x (irr-B5-1,irr-D9-170)
