irr-B13-1	1 x (irr-B4-1,irr-D9-1)
irr-B13-27	1 x (irr-B4-9,irr-D9-1) + 1 x (irr-B4-1,irr-D9-18)
irr-B13-351	1 x (irr-B4-36,irr-D9-1) + 1 x (irr-B4-9,irr-D9-18) + 1 x (irr-B4-1,irr-D9-153)
irr-B13-377	1 x (irr-B4-1,irr-D9-1) + 1 x (irr-B4-9,irr-D9-18) + 1 x (irr-B4-44,irr-D9-1) + 1 x (irr-B4-1,irr-D9-170)
