irr-B13-1	1 x (irr-B3-1,irr-D10-1)
irr-B13-27	1 x (irr-B3-7,irr-D10-1) + 1 x (irr-B3-1,irr-D10-20)
irr-B13-351	1 x (irr-B3-21,irr-D10-1) + 1 x (irr-B3-7,irr-D10-20) + 1 x (irr-B3-1,irr-D10-190)
irr-B13-377	1 x (irr-B3-1,irr-D10-1) + 1 x (irr-B3-7,irr-D10-20) + 1 x (irr-B3-27,irr-D10-1) + 1 x (irr-B3-1,irr-D10-209)
