irr-B13-1	1 x (irr-B5-1,irr-D8-1)
irr-B13-27	1 x (irr-B5-11,irr-D8-1) + 1 x (irr-B5-1,irr-D8-16)
irr-B13-351	1 x (irr-B5-55,irr-D8-1) + 1 x (irr-B5-11,irr-D8-16) + 1 x (irr-B5-1,irr-D8-120)
irr-B13-377	1 x (irr-B5-1,irr-D8-1) + 1 x (irr-B5-11,irr-D8-16) + 1 x (irr-B5-65,irr-D8-1) + 1 x (irr-B5-1,irr-D8-135)
