irr-B13-1	1 x (irr-B6-1,irr-D7-1)
irr-B13-27	1 x (irr-B6-13,irr-D7-1) + 1 x (irr-B6-1,irr-D7-14)
irr-B13-351	1 x (irr-B6-78,irr-D7-1) + 1 x (irr-B6-13,irr-D7-14) + 1 x (irr-B6-1,irr-D7-91)
irr-B13-377	1 x (irr-B6-1,irr-D7-1) + 1 x (irr-B6-13,irr-D7-14) + 1 x (irr-B6-90,irr-D7-1) + 1 x (irr-B6-1,irr-D7-104)
