irr-B13-1	1 x (irr-B7-1,irr-D6-1)
irr-B13-27	1 x (irr-B7-15,irr-D6-1) + 1 x (irr-B7-1,irr-D6-12)
irr-B13-351	1 x (irr-B7-105,irr-D6-1) + 1 x (irr-B7-15,irr-D6-12) + 1 x (irr-B7-1,irr-D6-66)
irr-B13-377	1 x (irr-B7-1,irr-D6-1) + 1 x (irr-B7-15,irr-D6-12) + 1 x (irr-B7-119,irr-D6-1) + 1 x (irr-B7-1,irr-D6-77)
