irr-A19-1	1 x (irr-A1-1,irr-A17-1)
irr-A19-20	1 x (irr-A1-2-q,irr-A17-1) + 1 x (irr-A1-1,irr-A17-18)
irr-A19-190	1 x (irr-A1-1,irr-A17-1) + 1 x (irr-A1-2-q,irr-A17-18) + 1 x (irr-A1-1,irr-A17-153)
irr-A19-210	1 x (irr-A1-3,irr-A17-1) + 1 x (irr-A1-2-q,irr-A17-18) + 1 x (irr-A1-1,irr-A17-171)
irr-A19-399	1 x (irr-A1-1,irr-A17-1) + 1 x (irr-A1-3,irr-A17-1) + 2 x (irr-A1-2-q,irr-A17-18) + 1 x (irr-A1-1,irr-A17-323)
