irr-A19-1	1 x (irr-A7-1,irr-A11-1)
irr-A19-20	1 x (irr-A7-8,irr-A11-1) + 1 x (irr-A7-1,irr-A11-12)
irr-A19-190	1 x (irr-A7-28,irr-A11-1) + 1 x (irr-A7-8,irr-A11-12) + 1 x (irr-A7-1,irr-A11-66)
irr-A19-210	1 x (irr-A7-36,irr-A11-1) + 1 x (irr-A7-8,irr-A11-12) + 1 x (irr-A7-1,irr-A11-78)
irr-A19-399	1 x (irr-A7-1,irr-A11-1) + 1 x (irr-A7-63,irr-A11-1) + 2 x (irr-A7-8,irr-A11-12) + 1 x (irr-A7-1,irr-A11-143)
