irr-A19-1	1 x (irr-A4-1,irr-A14-1)
irr-A19-20	1 x (irr-A4-5,irr-A14-1) + 1 x (irr-A4-1,irr-A14-15)
irr-A19-190	1 x (irr-A4-10,irr-A14-1) + 1 x (irr-A4-5,irr-A14-15) + 1 x (irr-A4-1,irr-A14-105)
irr-A19-210	1 x (irr-A4-15,irr-A14-1) + 1 x (irr-A4-5,irr-A14-15) + 1 x (irr-A4-1,irr-A14-120)
irr-A19-399	1 x (irr-A4-1,irr-A14-1) + 1 x (irr-A4-24,irr-A14-1) + 2 x (irr-A4-5,irr-A14-15) + 1 x (irr-A4-1,irr-A14-224)
