irr-A19-1	1 x (irr-A3-1,irr-A15-1)
irr-A19-20	1 x (irr-A3-4,irr-A15-1) + 1 x (irr-A3-1,irr-A15-16)
irr-A19-190	1 x (irr-A3-6,irr-A15-1) + 1 x (irr-A3-4,irr-A15-16) + 1 x (irr-A3-1,irr-A15-120)
irr-A19-210	1 x (irr-A3-10,irr-A15-1) + 1 x (irr-A3-4,irr-A15-16) + 1 x (irr-A3-1,irr-A15-136)
irr-A19-399	1 x (irr-A3-1,irr-A15-1) + 1 x (irr-A3-15,irr-A15-1) + 2 x (irr-A3-4,irr-A15-16) + 1 x (irr-A3-1,irr-A15-255)
