irr-C24-1	1 x (irr-C5-1,irr-C19-1)
irr-C24-48-q	1 x (irr-C5-10-q,irr-C19-1) + 1 x (irr-C5-1,irr-C19-38-q)
irr-C24-1127	1 x (irr-C5-1,irr-C19-1) + 1 x (irr-C5-44,irr-C19-1) + 1 x (irr-C5-10-q,irr-C19-38-q) + 1 x (irr-C5-1,irr-C19-702)
irr-C24-1176	1 x (irr-C5-55,irr-C19-1) + 1 x (irr-C5-10-q,irr-C19-38-q) + 1 x (irr-C5-1,irr-C19-741)
