irr-C24-1	1 x (irr-C6-1,irr-C18-1)
irr-C24-48-q	1 x (irr-C6-12-q,irr-C18-1) + 1 x (irr-C6-1,irr-C18-36-q)
irr-C24-1127	1 x (irr-C6-1,irr-C18-1) + 1 x (irr-C6-65,irr-C18-1) + 1 x (irr-C6-12-q,irr-C18-36-q) + 1 x (irr-C6-1,irr-C18-629)
irr-C24-1176	1 x (irr-C6-78,irr-C18-1) + 1 x (irr-C6-12-q,irr-C18-36-q) + 1 x (irr-C6-1,irr-C18-666)
