irr-C24-1	1 x (irr-C10-1,irr-C14-1)
irr-C24-48-q	1 x (irr-C10-20-q,irr-C14-1) + 1 x (irr-C10-1,irr-C14-28-q)
irr-C24-1127	1 x (irr-C10-1,irr-C14-1) + 1 x (irr-C10-189,irr-C14-1) + 1 x (irr-C10-20-q,irr-C14-28-q) + 1 x (irr-C10-1,irr-C14-377)
irr-C24-1176	1 x (irr-C10-210,irr-C14-1) + 1 x (irr-C10-20-q,irr-C14-28-q) + 1 x (irr-C10-1,irr-C14-406)
