irr-B15-1	1 x (irr-B7-1,irr-D8-1)
irr-B15-31	1 x (irr-B7-15,irr-D8-1) + 1 x (irr-B7-1,irr-D8-16)
irr-B15-465	1 x (irr-B7-105,irr-D8-1) + 1 x (irr-B7-15,irr-D8-16) + 1 x (irr-B7-1,irr-D8-120)
irr-B15-495	1 x (irr-B7-1,irr-D8-1) + 1 x (irr-B7-15,irr-D8-16) + 1 x (irr-B7-119,irr-D8-1) + 1 x (irr-B7-1,irr-D8-135)
