irr-B15-1	1 x (irr-B9-1,irr-D6-1)
irr-B15-31	1 x (irr-B9-19,irr-D6-1) + 1 x (irr-B9-1,irr-D6-12)
irr-B15-465	1 x (irr-B9-171,irr-D6-1) + 1 x (irr-B9-19,irr-D6-12) + 1 x (irr-B9-1,irr-D6-66)
irr-B15-495	1 x (irr-B9-1,irr-D6-1) + 1 x (irr-B9-19,irr-D6-12) + 1 x (irr-B9-189,irr-D6-1) + 1 x (irr-B9-1,irr-D6-77)
