irr-B15-1	1 x (irr-B6-1,irr-D9-1)
irr-B15-31	1 x (irr-B6-13,irr-D9-1) + 1 x (irr-B6-1,irr-D9-18)
irr-B15-465	1 x (irr-B6-78,irr-D9-1) + 1 x (irr-B6-13,irr-D9-18) + 1 x (irr-B6-1,irr-D9-153)
irr-B15-495	1 x (irr-B6-1,irr-D9-1) + 1 x (irr-B6-13,irr-D9-18) + 1 x (irr-B6-90,irr-D9-1) + 1 x (irr-B6-1,irr-D9-170)
