irr-A11-1	1 x (irr-A5-1,irr-A5-1)
irr-A11-12	1 x (irr-A5-6,irr-A5-1) + 1 x (irr-A5-1,irr-A5-6)
irr-A11-66	1 x (irr-A5-15,irr-A5-1) + 1 x (irr-A5-6,irr-A5-6) + 1 x (irr-A5-1,irr-A5-15)
irr-A11-78	1 x (irr-A5-21,irr-A5-1) + 1 x (irr-A5-6,irr-A5-6) + 1 x (irr-A5-1,irr-A5-21)
irr-A11-143	1 x (irr-A5-1,irr-A5-1) + 1 x (irr-A5-35,irr-A5-1) + 2 x (irr-A5-6,irr-A5-6) + 1 x (irr-A5-1,irr-A5-35)
