irr-C23-1	1 x (irr-C8-1,irr-C15-1)
irr-C23-46-q	1 x (irr-C8-16-q,irr-C15-1) + 1 x (irr-C8-1,irr-C15-30-q)
irr-C23-1034	1 x (irr-C8-1,irr-C15-1) + 1 x (irr-C8-119,irr-C15-1) + 1 x (irr-C8-16-q,irr-C15-30-q) + 1 x (irr-C8-1,irr-C15-434)
irr-C23-1081	1 x (irr-C8-136,irr-C15-1) + 1 x (irr-C8-16-q,irr-C15-30-q) + 1 x (irr-C8-1,irr-C15-465)
