irr-C23-1	1 x (irr-C11-1,irr-C12-1)
irr-C23-46-q	1 x (irr-C11-22-q,irr-C12-1) + 1 x (irr-C11-1,irr-C12-24-q)
irr-C23-1034	1 x (irr-C11-1,irr-C12-1) + 1 x (irr-C11-230,irr-C12-1) + 1 x (irr-C11-22-q,irr-C12-24-q) + 1 x (irr-C11-1,irr-C12-275)
irr-C23-1081	1 x (irr-C11-253,irr-C12-1) + 1 x (irr-C11-22-q,irr-C12-24-q) + 1 x (irr-C11-1,irr-C12-300)
