irr-C23-1	1 x (irr-C10-1,irr-C13-1)
irr-C23-46-q	1 x (irr-C10-20-q,irr-C13-1) + 1 x (irr-C10-1,irr-C13-26-q)
irr-C23-1034	1 x (irr-C10-1,irr-C13-1) + 1 x (irr-C10-189,irr-C13-1) + 1 x (irr-C10-20-q,irr-C13-26-q) + 1 x (irr-C10-1,irr-C13-324)
irr-C23-1081	1 x (irr-C10-210,irr-C13-1) + 1 x (irr-C10-20-q,irr-C13-26-q) + 1 x (irr-C10-1,irr-C13-351)
