irr-C23-1	1 x (irr-C6-1,irr-C17-1)
irr-C23-46-q	1 x (irr-C6-12-q,irr-C17-1) + 1 x (irr-C6-1,irr-C17-34-q)
irr-C23-1034	1 x (irr-C6-1,irr-C17-1) + 1 x (irr-C6-65,irr-C17-1) + 1 x (irr-C6-12-q,irr-C17-34-q) + 1 x (irr-C6-1,irr-C17-560)
irr-C23-1081	1 x (irr-C6-78,irr-C17-1) + 1 x (irr-C6-12-q,irr-C17-34-q) + 1 x (irr-C6-1,irr-C17-595)
