irr-C23-1	1 x (irr-C7-1,irr-C16-1)
irr-C23-46-q	1 x (irr-C7-14-q,irr-C16-1) + 1 x (irr-C7-1,irr-C16-32-q)
irr-C23-1034	1 x (irr-C7-1,irr-C16-1) + 1 x (irr-C7-90,irr-C16-1) + 1 x (irr-C7-14-q,irr-C16-32-q) + 1 x (irr-C7-1,irr-C16-495)
irr-C23-1081	1 x (irr-C7-105,irr-C16-1) + 1 x (irr-C7-14-q,irr-C16-32-q) + 1 x (irr-C7-1,irr-C16-528)
