irr-C23-1	1 x (irr-C3-1,irr-C20-1)
irr-C23-46-q	1 x (irr-C3-6-q,irr-C20-1) + 1 x (irr-C3-1,irr-C20-40-q)
irr-C23-1034	1 x (irr-C3-1,irr-C20-1) + 1 x (irr-C3-14a,irr-C20-1) + 1 x (irr-C3-6-q,irr-C20-40-q) + 1 x (irr-C3-1,irr-C20-779)
irr-C23-1081	1 x (irr-C3-21,irr-C20-1) + 1 x (irr-C3-6-q,irr-C20-40-q) + 1 x (irr-C3-1,irr-C20-820)
