irr-C23-1	1 x (irr-C4-1,irr-C19-1)
irr-C23-46-q	1 x (irr-C4-8-q,irr-C19-1) + 1 x (irr-C4-1,irr-C19-38-q)
irr-C23-1034	1 x (irr-C4-1,irr-C19-1) + 1 x (irr-C4-27,irr-C19-1) + 1 x (irr-C4-8-q,irr-C19-38-q) + 1 x (irr-C4-1,irr-C19-702)
irr-C23-1081	1 x (irr-C4-36,irr-C19-1) + 1 x (irr-C4-8-q,irr-C19-38-q) + 1 x (irr-C4-1,irr-C19-741)
