irr-C23-1	1 x (irr-C2-1,irr-C21-1)
irr-C23-46-q	1 x (irr-C2-4-q,irr-C21-1) + 1 x (irr-C2-1,irr-C21-42-q)
irr-C23-1034	1 x (irr-C2-1,irr-C21-1) + 1 x (irr-C2-5,irr-C21-1) + 1 x (irr-C2-4-q,irr-C21-42-q) + 1 x (irr-C2-1,irr-C21-860)
irr-C23-1081	1 x (irr-C2-10,irr-C21-1) + 1 x (irr-C2-4-q,irr-C21-42-q) + 1 x (irr-C2-1,irr-C21-903)
