irr-B17-1	1 x (irr-B9-1,irr-D8-1)
irr-B17-35	1 x (irr-B9-19,irr-D8-1) + 1 x (irr-B9-1,irr-D8-16)
irr-B17-595	1 x (irr-B9-171,irr-D8-1) + 1 x (irr-B9-19,irr-D8-16) + 1 x (irr-B9-1,irr-D8-120)
irr-B17-629	1 x (irr-B9-1,irr-D8-1) + 1 x (irr-B9-19,irr-D8-16) + 1 x (irr-B9-189,irr-D8-1) + 1 x (irr-B9-1,irr-D8-135)
