irr-B17-1	1 x (irr-B5-1,irr-D12-1)
irr-B17-35	1 x (irr-B5-11,irr-D12-1) + 1 x (irr-B5-1,irr-D12-24)
irr-B17-595	1 x (irr-B5-55,irr-D12-1) + 1 x (irr-B5-11,irr-D12-24) + 1 x (irr-B5-1,irr-D12-276)
irr-B17-629	1 x (irr-B5-1,irr-D12-1) + 1 x (irr-B5-11,irr-D12-24) + 1 x (irr-B5-65,irr-D12-1) + 1 x (irr-B5-1,irr-D12-299)
