irr-B17-1	1 x (irr-B12-1,irr-D5-1)
irr-B17-35	1 x (irr-B12-25,irr-D5-1) + 1 x (irr-B12-1,irr-D5-10)
irr-B17-595	1 x (irr-B12-300,irr-D5-1) + 1 x (irr-B12-25,irr-D5-10) + 1 x (irr-B12-1,irr-D5-45)
irr-B17-629	1 x (irr-B12-1,irr-D5-1) + 1 x (irr-B12-25,irr-D5-10) + 1 x (irr-B12-324,irr-D5-1) + 1 x (irr-B12-1,irr-D5-54)
