irr-A28-1	1 x (irr-A12-1,irr-A15-1)
irr-A28-29	1 x (irr-A12-13,irr-A15-1) + 1 x (irr-A12-1,irr-A15-16)
irr-A28-406	1 x (irr-A12-78,irr-A15-1) + 1 x (irr-A12-13,irr-A15-16) + 1 x (irr-A12-1,irr-A15-120)
irr-A28-435	1 x (irr-A12-91,irr-A15-1) + 1 x (irr-A12-13,irr-A15-16) + 1 x (irr-A12-1,irr-A15-136)
irr-A28-840	1 x (irr-A12-1,irr-A15-1) + 1 x (irr-A12-168,irr-A15-1) + 2 x (irr-A12-13,irr-A15-16) + 1 x (irr-A12-1,irr-A15-255)
