irr-A28-1	1 x (irr-A5-1,irr-A22-1)
irr-A28-29	1 x (irr-A5-6,irr-A22-1) + 1 x (irr-A5-1,irr-A22-23)
irr-A28-406	1 x (irr-A5-15,irr-A22-1) + 1 x (irr-A5-6,irr-A22-23) + 1 x (irr-A5-1,irr-A22-253)
irr-A28-435	1 x (irr-A5-21,irr-A22-1) + 1 x (irr-A5-6,irr-A22-23) + 1 x (irr-A5-1,irr-A22-276)
irr-A28-840	1 x (irr-A5-1,irr-A22-1) + 1 x (irr-A5-35,irr-A22-1) + 2 x (irr-A5-6,irr-A22-23) + 1 x (irr-A5-1,irr-A22-528)
