irr-A17-1	1 x (irr-A2-1,irr-A5-1)
irr-A17-18	1 x (irr-A2-3,irr-A5-6)
irr-A17-153	1 x (irr-A2-6,irr-A5-15) + 1 x (irr-A2-3,irr-A5-21)
irr-A17-171	1 x (irr-A2-3,irr-A5-15) + 1 x (irr-A2-6,irr-A5-21)
irr-A17-323	1 x (irr-A2-8,irr-A5-1) + 1 x (irr-A2-1,irr-A5-35) + 1 x (irr-A2-8,irr-A5-35)
