irr-A17-1	1 x (irr-A4-1,irr-A12-1)
irr-A17-18	1 x (irr-A4-5,irr-A12-1) + 1 x (irr-A4-1,irr-A12-13)
irr-A17-153	1 x (irr-A4-10,irr-A12-1) + 1 x (irr-A4-5,irr-A12-13) + 1 x (irr-A4-1,irr-A12-78)
irr-A17-171	1 x (irr-A4-15,irr-A12-1) + 1 x (irr-A4-5,irr-A12-13) + 1 x (irr-A4-1,irr-A12-91)
irr-A17-323	1 x (irr-A4-1,irr-A12-1) + 1 x (irr-A4-24,irr-A12-1) + 2 x (irr-A4-5,irr-A12-13) + 1 x (irr-A4-1,irr-A12-168)
