irr-A17-1	1 x (irr-A1-1,irr-A15-1)
irr-A17-18	1 x (irr-A1-2-q,irr-A15-1) + 1 x (irr-A1-1,irr-A15-16)
irr-A17-153	1 x (irr-A1-1,irr-A15-1) + 1 x (irr-A1-2-q,irr-A15-16) + 1 x (irr-A1-1,irr-A15-120)
irr-A17-171	1 x (irr-A1-3,irr-A15-1) + 1 x (irr-A1-2-q,irr-A15-16) + 1 x (irr-A1-1,irr-A15-136)
irr-A17-323	1 x (irr-A1-1,irr-A15-1) + 1 x (irr-A1-3,irr-A15-1) + 2 x (irr-A1-2-q,irr-A15-16) + 1 x (irr-A1-1,irr-A15-255)
