irr-C13-1	1 x (irr-C6-1,irr-C7-1)
irr-C13-26-q	1 x (irr-C6-12-q,irr-C7-1) + 1 x (irr-C6-1,irr-C7-14-q)
irr-C13-324	1 x (irr-C6-1,irr-C7-1) + 1 x (irr-C6-65,irr-C7-1) + 1 x (irr-C6-12-q,irr-C7-14-q) + 1 x (irr-C6-1,irr-C7-90)
irr-C13-351	1 x (irr-C6-78,irr-C7-1) + 1 x (irr-C6-12-q,irr-C7-14-q) + 1 x (irr-C6-1,irr-C7-105)
