irr-C13-1	1 x (irr-C5-1,irr-C8-1)
irr-C13-26-q	1 x (irr-C5-10-q,irr-C8-1) + 1 x (irr-C5-1,irr-C8-16-q)
irr-C13-324	1 x (irr-C5-1,irr-C8-1) + 1 x (irr-C5-44,irr-C8-1) + 1 x (irr-C5-10-q,irr-C8-16-q) + 1 x (irr-C5-1,irr-C8-119)
irr-C13-351	1 x (irr-C5-55,irr-C8-1) + 1 x (irr-C5-10-q,irr-C8-16-q) + 1 x (irr-C5-1,irr-C8-136)
