irr-C13-1	1 x (irr-C3-1,irr-C10-1)
irr-C13-26-q	1 x (irr-C3-6-q,irr-C10-1) + 1 x (irr-C3-1,irr-C10-20-q)
irr-C13-324	1 x (irr-C3-1,irr-C10-1) + 1 x (irr-C3-14a,irr-C10-1) + 1 x (irr-C3-6-q,irr-C10-20-q) + 1 x (irr-C3-1,irr-C10-189)
irr-C13-351	1 x (irr-C3-21,irr-C10-1) + 1 x (irr-C3-6-q,irr-C10-20-q) + 1 x (irr-C3-1,irr-C10-210)
