irr-C13-1	1 x (irr-C4-1,irr-C9-1)
irr-C13-26-q	1 x (irr-C4-8-q,irr-C9-1) + 1 x (irr-C4-1,irr-C9-18-q)
irr-C13-324	1 x (irr-C4-1,irr-C9-1) + 1 x (irr-C4-27,irr-C9-1) + 1 x (irr-C4-8-q,irr-C9-18-q) + 1 x (irr-C4-1,irr-C9-152)
irr-C13-351	1 x (irr-C4-36,irr-C9-1) + 1 x (irr-C4-8-q,irr-C9-18-q) + 1 x (irr-C4-1,irr-C9-171)
