irr-C16-1	1 x (irr-C3-1,irr-C13-1)
irr-C16-32-q	1 x (irr-C3-6-q,irr-C13-1) + 1 x (irr-C3-1,irr-C13-26-q)
irr-C16-495	1 x (irr-C3-1,irr-C13-1) + 1 x (irr-C3-14a,irr-C13-1) + 1 x (irr-C3-6-q,irr-C13-26-q) + 1 x (irr-C3-1,irr-C13-324)
irr-C16-528	1 x (irr-C3-21,irr-C13-1) + 1 x (irr-C3-6-q,irr-C13-26-q) + 1 x (irr-C3-1,irr-C13-351)
