irr-A12-1	1 x (irr-A1-1,irr-A10-1)
irr-A12-13	1 x (irr-A1-2-q,irr-A10-1) + 1 x (irr-A1-1,irr-A10-11)
irr-A12-78	1 x (irr-A1-1,irr-A10-1) + 1 x (irr-A1-2-q,irr-A10-11) + 1 x (irr-A1-1,irr-A10-55)
irr-A12-91	1 x (irr-A1-3,irr-A10-1) + 1 x (irr-A1-2-q,irr-A10-11) + 1 x (irr-A1-1,irr-A10-66)
irr-A12-168	1 x (irr-A1-1,irr-A10-1) + 1 x (irr-A1-3,irr-A10-1) + 2 x (irr-A1-2-q,irr-A10-11) + 1 x (irr-A1-1,irr-A10-120)
