irr-B7-1	1 x (irr-B3-1,irr-D4-1)
irr-B7-15	1 x (irr-B3-7,irr-D4-1) + 1 x (irr-B3-1,irr-D4-8a)
irr-B7-105	1 x (irr-B3-7,irr-D4-8a) + 1 x (irr-B3-21,irr-D4-1) + 1 x (irr-B3-1,irr-D4-28)
irr-B7-119	1 x (irr-B3-1,irr-D4-1) + 1 x (irr-B3-7,irr-D4-8a) + 1 x (irr-B3-27,irr-D4-1) + 1 x (irr-B3-1,irr-D4-35a)
irr-B7-128	2 x (irr-B3-8,irr-D4-8b)
