irr-C8-1	1 x (irr-C3-1,irr-C5-1)
irr-C8-16-q	1 x (irr-C3-6-q,irr-C5-1) + 1 x (irr-C3-1,irr-C5-10-q)
irr-C8-119	1 x (irr-C3-1,irr-C5-1) + 1 x (irr-C3-14a,irr-C5-1) + 1 x (irr-C3-6-q,irr-C5-10-q) + 1 x (irr-C3-1,irr-C5-44)
irr-C8-136	1 x (irr-C3-21,irr-C5-1) + 1 x (irr-C3-6-q,irr-C5-10-q) + 1 x (irr-C3-1,irr-C5-55)
