irr-B9-1	1 x (irr-B5-1,irr-D4-1)
irr-B9-19	1 x (irr-B5-11,irr-D4-1) + 1 x (irr-B5-1,irr-D4-8a)
irr-B9-171	1 x (irr-B5-55,irr-D4-1) + 1 x (irr-B5-11,irr-D4-8a) + 1 x (irr-B5-1,irr-D4-28)
irr-B9-189	1 x (irr-B5-1,irr-D4-1) + 1 x (irr-B5-11,irr-D4-8a) + 1 x (irr-B5-65,irr-D4-1) + 1 x (irr-B5-1,irr-D4-35a)
