irr-A27-1	1 x (irr-A1-1,irr-A13-1)
irr-A27-28	1 x (irr-A1-2-q,irr-A13-14)
irr-A27-378	1 x (irr-A1-3,irr-A13-91) + 1 x (irr-A1-1,irr-A13-105)
irr-A27-406	1 x (irr-A1-1,irr-A13-91) + 1 x (irr-A1-3,irr-A13-105)
irr-A27-783	1 x (irr-A1-3,irr-A13-1) + 1 x (irr-A1-1,irr-A13-195) + 1 x (irr-A1-3,irr-A13-195)
