irr-A27-1	1 x (irr-A10-1,irr-A16-1)
irr-A27-28	1 x (irr-A10-11,irr-A16-1) + 1 x (irr-A10-1,irr-A16-17)
irr-A27-378	1 x (irr-A10-55,irr-A16-1) + 1 x (irr-A10-11,irr-A16-17) + 1 x (irr-A10-1,irr-A16-136)
irr-A27-406	1 x (irr-A10-66,irr-A16-1) + 1 x (irr-A10-11,irr-A16-17) + 1 x (irr-A10-1,irr-A16-153)
irr-A27-783	1 x (irr-A10-1,irr-A16-1) + 1 x (irr-A10-120,irr-A16-1) + 2 x (irr-A10-11,irr-A16-17) + 1 x (irr-A10-1,irr-A16-288)
