irr-A27-1	1 x (irr-A4-1,irr-A22-1)
irr-A27-28	1 x (irr-A4-5,irr-A22-1) + 1 x (irr-A4-1,irr-A22-23)
irr-A27-378	1 x (irr-A4-10,irr-A22-1) + 1 x (irr-A4-5,irr-A22-23) + 1 x (irr-A4-1,irr-A22-253)
irr-A27-406	1 x (irr-A4-15,irr-A22-1) + 1 x (irr-A4-5,irr-A22-23) + 1 x (irr-A4-1,irr-A22-276)
irr-A27-783	1 x (irr-A4-1,irr-A22-1) + 1 x (irr-A4-24,irr-A22-1) + 2 x (irr-A4-5,irr-A22-23) + 1 x (irr-A4-1,irr-A22-528)
