irr-A27-1	1 x (irr-A6-1,irr-A20-1)
irr-A27-28	1 x (irr-A6-7,irr-A20-1) + 1 x (irr-A6-1,irr-A20-21)
irr-A27-378	1 x (irr-A6-21,irr-A20-1) + 1 x (irr-A6-7,irr-A20-21) + 1 x (irr-A6-1,irr-A20-210)
irr-A27-406	1 x (irr-A6-28,irr-A20-1) + 1 x (irr-A6-7,irr-A20-21) + 1 x (irr-A6-1,irr-A20-231)
irr-A27-783	1 x (irr-A6-1,irr-A20-1) + 1 x (irr-A6-48,irr-A20-1) + 2 x (irr-A6-7,irr-A20-21) + 1 x (irr-A6-1,irr-A20-440)
