irr-A27-1	1 x (irr-A3-1,irr-A23-1)
irr-A27-28	1 x (irr-A3-4,irr-A23-1) + 1 x (irr-A3-1,irr-A23-24)
irr-A27-378	1 x (irr-A3-6,irr-A23-1) + 1 x (irr-A3-4,irr-A23-24) + 1 x (irr-A3-1,irr-A23-276)
irr-A27-406	1 x (irr-A3-10,irr-A23-1) + 1 x (irr-A3-4,irr-A23-24) + 1 x (irr-A3-1,irr-A23-300)
irr-A27-783	1 x (irr-A3-1,irr-A23-1) + 1 x (irr-A3-15,irr-A23-1) + 2 x (irr-A3-4,irr-A23-24) + 1 x (irr-A3-1,irr-A23-575)
