irr-A27-1	1 x (irr-A9-1,irr-A17-1)
irr-A27-28	1 x (irr-A9-10,irr-A17-1) + 1 x (irr-A9-1,irr-A17-18)
irr-A27-378	1 x (irr-A9-45,irr-A17-1) + 1 x (irr-A9-10,irr-A17-18) + 1 x (irr-A9-1,irr-A17-153)
irr-A27-406	1 x (irr-A9-55,irr-A17-1) + 1 x (irr-A9-10,irr-A17-18) + 1 x (irr-A9-1,irr-A17-171)
irr-A27-783	1 x (irr-A9-1,irr-A17-1) + 1 x (irr-A9-99,irr-A17-1) + 2 x (irr-A9-10,irr-A17-18) + 1 x (irr-A9-1,irr-A17-323)
