irr-A22-1	1 x (irr-A7-1,irr-A14-1)
irr-A22-23	1 x (irr-A7-8,irr-A14-1) + 1 x (irr-A7-1,irr-A14-15)
irr-A22-253	1 x (irr-A7-28,irr-A14-1) + 1 x (irr-A7-8,irr-A14-15) + 1 x (irr-A7-1,irr-A14-105)
irr-A22-276	1 x (irr-A7-36,irr-A14-1) + 1 x (irr-A7-8,irr-A14-15) + 1 x (irr-A7-1,irr-A14-120)
irr-A22-528	1 x (irr-A7-1,irr-A14-1) + 1 x (irr-A7-63,irr-A14-1) + 2 x (irr-A7-8,irr-A14-15) + 1 x (irr-A7-1,irr-A14-224)
