irr-A22-1	1 x (irr-A2-1,irr-A19-1)
irr-A22-23	1 x (irr-A2-3,irr-A19-1) + 1 x (irr-A2-1,irr-A19-20)
irr-A22-253	1 x (irr-A2-3,irr-A19-1) + 1 x (irr-A2-3,irr-A19-20) + 1 x (irr-A2-1,irr-A19-190)
irr-A22-276	1 x (irr-A2-6,irr-A19-1) + 1 x (irr-A2-3,irr-A19-20) + 1 x (irr-A2-1,irr-A19-210)
irr-A22-528	1 x (irr-A2-1,irr-A19-1) + 2 x (irr-A2-3,irr-A19-20) + 1 x (irr-A2-8,irr-A19-1) + 1 x (irr-A2-1,irr-A19-399)
