irr-A22-1	1 x (irr-A8-1,irr-A13-1)
irr-A22-23	1 x (irr-A8-9,irr-A13-1) + 1 x (irr-A8-1,irr-A13-14)
irr-A22-253	1 x (irr-A8-36,irr-A13-1) + 1 x (irr-A8-9,irr-A13-14) + 1 x (irr-A8-1,irr-A13-91)
irr-A22-276	1 x (irr-A8-45,irr-A13-1) + 1 x (irr-A8-9,irr-A13-14) + 1 x (irr-A8-1,irr-A13-105)
irr-A22-528	1 x (irr-A8-1,irr-A13-1) + 1 x (irr-A8-80,irr-A13-1) + 2 x (irr-A8-9,irr-A13-14) + 1 x (irr-A8-1,irr-A13-195)
