irr-E8-1	1 x (irr-A4-1,irr-A4-1)
irr-E8-248	1 x (irr-A4-24,irr-A4-1) + 1 x (irr-A4-1,irr-A4-24) + 2 x (irr-A4-5,irr-A4-10) + 2 x (irr-A4-10,irr-A4-5)
