irr-E8-1	1 x (irr-A1-1)
irr-E8-248	1 x (irr-A1-3) + 1 x (irr-A1-7) + 1 x (irr-A1-11) + 1 x (irr-A1-15) + 1 x (irr-A1-17) + 1 x (irr-A1-19) + 2 x (irr-A1-23) + 1 x (irr-A1-27) + 1 x (irr-A1-29) + 1 x (irr-A1-35) + 1 x (irr-A1-39)
