irr-E8-1	1 x (irr-F4-1,irr-G2-1)
irr-E8-248	1 x (irr-F4-52,irr-G2-1) + 1 x (irr-F4-1,irr-G2-14) + 1 x (irr-F4-26,irr-G2-7)
