irr-E8-1	1 x (irr-A2-1,irr-E6-1)
irr-E8-248	1 x (irr-A2-8,irr-E6-1) + 2 x (irr-A2-3,irr-E6-27) + 1 x (irr-A2-1,irr-E6-78)
