irr-E8-1	1 x (irr-A1-1,irr-A2-1)
irr-E8-248	1 x (irr-A1-3,irr-A2-1) + 1 x (irr-A1-1,irr-A2-8) + 2 x (irr-A1-5,irr-A2-10) + 1 x (irr-A1-7,irr-A2-8) + 1 x (irr-A1-3,irr-A2-27)
