irr-E8-1	1 x (irr-A1-1,irr-E7-1)
irr-E8-248	1 x (irr-A1-3,irr-E7-1) + 1 x (irr-A1-2-q,irr-E7-56-q) + 1 x (irr-A1-1,irr-E7-133)
